title,country,director,actor_1,actor_2,ratingKP
Ужастики,США,Роб Леттерман,Дилан Миннетт,Одейя Раш,6.207
Ворон,США,Джеймс МакТиг,Джон Кьюсак,Люк Эванс,7.025
Окно во двор,США,Альфред Хичкок,Джеймс Стюарт,Грэйс Келли,8.025
Уолл Стрит: Деньги не спят,США,Оливер Стоун,Майкл Дуглас,Шайа ЛаБаф,6.814
Пароль «Рыба-меч»,США,Доминик Сена,Джон Траволта,Хью Джекман,7.202
К-9: Собачья работа,США,Род Дэниэл,Джеймс Белуши,Котон,7.671
Чужие против Хищника: Реквием,США,Колин Штраус,Стивен Паскуале,Рейко Эйлсворт,5.122
Любовь и прочие неприятности,США,Том Дей,Мэттью МакКонахи,Сара Джессика Паркер,6.422
Три идиота,Индия,Раджкумар Хирани,Аамир Кхан,Мадхаван,8.058
"Огонь, вода и ... медные трубы",СССР,Александр Роу,Наталья Седых,Алексей Катышев,7.913
На грани,США,Ли Тамахори,Энтони Хопкинс,Алек Болдуин,7.865
Цена измены,США,Микаэль Хофстрём,Клайв Оуэн,Венсан Кассель,7.508
Охота на воров,США,Кристиан Гьюдгэст,Джерард Батлер,Пабло Шрайбер,6.778
Мексиканец,США,Гор Вербински,Брэд Питт,Джулия Робертс,7.092
Белые росы,СССР,Игорь Добролюбов,Всеволод Санаев,Николай Караченцов,8.207
Талли,США,Джейсон Райтман,Шарлиз Терон,Маккензи Дэвис,7.049
Дневники принцессы 2: Как стать королевой,США,Гэрри Маршалл,Энн Хэтэуэй,Джули Эндрюс,6.866
Холодная гора,США,Энтони Мингелла,Джуд Лоу,Николь Кидман,7.848
Девять ярдов 2,США,Ховард Дойч,Брюс Уиллис,Мэттью Перри,6.849
"Угадай, кто?",США,Кевин Родни Салливан,Берни Мак,Эштон Кутчер,7.053
На несколько долларов больше,Италия,Серджио Леоне,Клинт Иствуд,Ли Ван Клиф,8.152
Дневники няни,США,Шари Спрингер Берман,Скарлетт Йоханссон,Крис Эванс,6.913
Рубеж,Россия,Дмитрий Тюрин,Павел Прилучный,Станислав Дужников,6.671
Формула любви для узников брака,США,Питер Биллингсли,Винс Вон,Джейсон Бейтман,6.373
Сотовый,США,Дэвид Р. Эллис,Ким Бейсингер,Крис Эванс,7.146
Доспехи Бога 3: Миссия Зодиак,Гонконг,Джеки Чан,Джеки Чан,Квон Сан-у,6.477
Элвин и бурундуки 3,США,Майк Митчелл,Джейсон Ли,Дэвид Кросс,5.307
Неоспоримый 4 ,Болгария,Тодор Чапканов,Скотт Эдкинс,Теодора Духовникова,6.499
Всё и сразу,Россия,Роман Каримов,Никита Ост,Антон Шурцов,6.779
Скандал,США,Джей Роуч,Шарлиз Терон,Николь Кидман,6.45
Крик 4,США,Уэс Крэйвен,Нив Кэмпбелл,Дэвид Аркетт,6.076
Ошибка времени,США,Брэдли Кинг,Даниэль Панабэйкер,Мэтью О’Лири,6.809
8 женщин,Франция,Франсуа Озон,Виржини Ледуайен,Даниель Дарьё,7.631
Это всё она,США,Роберт Исков,Фредди Принц мл.,Рэйчел Ли Кук,7.093
Крестный отец: Трилогия 1901-1980  (видео),США,Фрэнсис Форд Коппола,Аль Пачино,Роберт Дювалл,8.869
И гаснет свет...,США,Дэвид Ф. Сандберг,Тереза Палмер,Гэбриел Бейтман,5.937
"Беги, Лола, беги",Германия,Том Тыквер,Франка Потенте,Мориц Бляйбтрой,7.546
Четвёртый вид,США,Олатунде Осунсанми,Милла Йовович,Уилл Пэттон,6.253
Бэтмен навсегда,США,Джоэл Шумахер,Вэл Килмер,Томми Ли Джонс,6.503
"Аты-баты, шли солдаты...",СССР,Леонид Быков,Леонид Быков,Владимир Конкин,8.157
Наёмник,США,Майкл Куэста,Дилан О’Брайен,Майкл Китон,6.335
72 метра,Россия,Владимир Хотиненко,Сергей Маковецкий,Марат Башаров,7.364
Чикаго,США,Роб Маршалл,Рене Зеллвегер,Кэтрин Зета-Джонс,7.681
Дылда,Россия,Кантемир Балагов,Виктория Мирошниченко,Василиса Перелыгина,6.583
"Здравствуй, папа, Новый год! 2",США,Шон Андерс,Уилл Феррелл,Марк Уолберг,6.451
Крид 2,США,Стивен Кейпл мл.,Майкл Б. Джордан,Сильвестр Сталлоне,6.698
Безумный Макс,Австралия,Джордж Миллер,Мэл Гибсон,Джоэнн Сэмюэл,6.893
Годзилла,США,Роланд Эммерих,Мэттью Бродерик,Жан Рено,6.841
Бандитки,Франция,Хоаким Роннинг,Пенелопа Крус,Сальма Хайек,6.69
Преступник,США,Рик Роман Во,Стивен Дорфф,Вэл Килмер,7.665
Ночной рейс,США,Уэс Крэйвен,Рэйчел Макадамс,Киллиан Мерфи,6.997
Мертвая тишина,США,Джеймс Ван,Райан Квантен,Эмбер Валлетта,6.733
Призрак,Франция,Роман Полански,Юэн Макгрегор,Пирс Броснан,7.186
Эскобар,Испания,Фернандо Леон Де Араноа,Хавьер Бардем,Пенелопа Крус,6.502
